Title,Description,Start(HMS),Start(sec),End(HMS),End(sec),Duration(sec),PrimaryTag,Tags
50,-0.01556201;0.1419165,0.6531733,00:32:49.259,1969.259,00:32:49.259,1969.259,0,,
50,-0.0148003;0.143742,0.6518045,00:32:49.301,1969.301,00:32:49.301,1969.301,0,,
50,-0.01382381;0.1435517,0.6520506,00:32:49.301,1969.301,00:32:49.301,1969.301,0,,
50,-0.01375561;0.1442972,0.6514699,00:32:49.342,1969.342,00:32:49.342,1969.342,0,,
50,-0.01372641;0.1460581,0.6501916,00:32:49.343,1969.343,00:32:49.343,1969.343,0,,
50,-0.01417526;0.147704,0.6487001,00:32:49.385,1969.385,00:32:49.385,1969.385,0,,
50,-0.0150862;0.1492565,0.6475811,00:32:49.386,1969.386,00:32:49.386,1969.386,0,,
50,-0.01646698;0.1494893,0.6474052,00:32:49.429,1969.429,00:32:49.429,1969.429,0,,
50,-0.01940589;0.1510572,0.645891,00:32:49.429,1969.429,00:32:49.429,1969.429,0,,
50,-0.02105203;0.1515368,0.6455318,00:32:49.472,1969.472,00:32:49.472,1969.472,0,,
50,-0.02429192;0.1525663,0.6440809,00:32:49.472,1969.472,00:32:49.472,1969.472,0,,
50,-0.02792293;0.1528283,0.6419826,00:32:49.516,1969.516,00:32:49.516,1969.516,0,,
,,00:34:09.653,2049.653,00:34:09.653,2049.653,0,,
51,0.01262689;0.04153314,0.3587023,00:34:21.685,2061.685,00:34:21.685,2061.685,0,,
51,0.01237983;0.04123914,0.3595653,00:34:21.727,2061.727,00:34:21.727,2061.727,0,,
51,0.01209747;0.04118487,0.3598693,00:34:21.768,2061.768,00:34:21.768,2061.768,0,,
51,0.01183581;0.04139668,0.3600157,00:34:21.811,2061.811,00:34:21.811,2061.811,0,,
51,0.01065956;0.04304647,0.358922,00:34:21.852,2061.852,00:34:21.852,2061.852,0,,
51,0.01045275;0.04247105,0.3593402,00:34:21.852,2061.852,00:34:21.852,2061.852,0,,
51,0.009936473;0.04211006,0.359901,00:34:21.894,2061.894,00:34:21.894,2061.894,0,,
51,0.009010495;0.04266182,0.3593801,00:34:21.936,2061.936,00:34:21.936,2061.936,0,,
51,0.007914454;0.04311624,0.3587962,00:34:21.978,2061.978,00:34:21.978,2061.978,0,,
51,0.006826731;0.04302061,0.3588331,00:34:22.026,2062.026,00:34:22.026,2062.026,0,,
51,0.005417455;0.04380152,0.358199,00:34:22.026,2062.026,00:34:22.026,2062.026,0,,
51,0.004374136;0.04319564,0.3585693,00:34:22.068,2062.068,00:34:22.068,2062.068,0,,
51,0.003148193;0.04246643,0.3587502,00:34:22.110,2062.11,00:34:22.110,2062.11,0,,
51,0.001947216;0.04149771,0.359318,00:34:22.152,2062.152,00:34:22.152,2062.152,0,,
51,0.001162266;0.0407629,0.3597239,00:34:22.152,2062.152,00:34:22.152,2062.152,0,,
51,0.0002820875;0.04033932,0.3594894,00:34:22.193,2062.193,00:34:22.193,2062.193,0,,
51,0.0007020242;0.0368515,0.3622878,00:34:22.241,2062.241,00:34:22.241,2062.241,0,,
51,0.0009446605;0.0349974,0.3633082,00:34:22.281,2062.281,00:34:22.281,2062.281,0,,
51,0.001933709;0.03346282,0.3635656,00:34:22.322,2062.322,00:34:22.322,2062.322,0,,
51,0.003227249;0.03216285,0.3639677,00:34:22.322,2062.322,00:34:22.322,2062.322,0,,
51,0.004609511;0.03054661,0.3644606,00:34:22.367,2062.367,00:34:22.367,2062.367,0,,
51,0.007001533;0.02861232,0.3651809,00:34:22.415,2062.415,00:34:22.415,2062.415,0,,
51,0.007983828;0.02815709,0.365685,00:34:22.457,2062.457,00:34:22.457,2062.457,0,,
51,0.009238125;0.02801657,0.3659311,00:34:22.500,2062.5,00:34:22.500,2062.5,0,,
51,0.01030726;0.02919754,0.3647678,00:34:22.545,2062.545,00:34:22.545,2062.545,0,,
51,0.01100797;0.02987713,0.3643644,00:34:22.587,2062.587,00:34:22.587,2062.587,0,,
51,0.01291222;0.03158239,0.3627909,00:34:22.587,2062.587,00:34:22.587,2062.587,0,,
51,0.01354788;0.03275278,0.361797,00:34:22.640,2062.64,00:34:22.640,2062.64,0,,
51,0.01403095;0.03407282,0.3608537,00:34:22.683,2062.683,00:34:22.683,2062.683,0,,
51,0.01391374;0.03577185,0.3599226,00:34:22.683,2062.683,00:34:22.683,2062.683,0,,
51,0.01385461;0.03697371,0.3594399,00:34:22.725,2062.725,00:34:22.725,2062.725,0,,
51,0.01214213;0.03851861,0.3590233,00:34:22.781,2062.781,00:34:22.781,2062.781,0,,
51,0.01091863;0.03954545,0.3588226,00:34:22.821,2062.821,00:34:22.821,2062.821,0,,
51,0.009288628;0.03991488,0.3587163,00:34:22.864,2062.864,00:34:22.864,2062.864,0,,
51,0.007781889;0.03970388,0.3592875,00:34:22.907,2062.907,00:34:22.907,2062.907,0,,
51,0.006595947;0.03987232,0.3574272,00:34:22.950,2062.95,00:34:22.950,2062.95,0,,
51,0.007030602;0.03970349,0.3539272,00:34:22.995,2062.995,00:34:22.995,2062.995,0,,
,,00:34:27.113,2067.113,00:34:27.113,2067.113,0,,
52,0.1331654;-0.1635717,0.3860942,00:34:32.121,2072.121,00:34:32.121,2072.121,0,,
52,0.1328526;-0.1629972,0.3856858,00:34:32.163,2072.163,00:34:32.163,2072.163,0,,
52,0.1324837;-0.1625895,0.3856985,00:34:32.205,2072.205,00:34:32.205,2072.205,0,,
52,0.1313711;-0.1626803,0.3859373,00:34:32.254,2072.254,00:34:32.254,2072.254,0,,
52,0.1304591;-0.1627615,0.3861439,00:34:32.296,2072.296,00:34:32.296,2072.296,0,,
52,0.1292506;-0.1627941,0.3865693,00:34:32.339,2072.339,00:34:32.339,2072.339,0,,
52,0.1276028;-0.1623968,0.3866546,00:34:32.381,2072.381,00:34:32.381,2072.381,0,,
52,0.1261601;-0.1628758,0.387399,00:34:32.424,2072.424,00:34:32.424,2072.424,0,,
52,0.1243896;-0.1634905,0.3880089,00:34:32.425,2072.425,00:34:32.425,2072.425,0,,
52,0.1200143;-0.163399,0.3879445,00:34:32.488,2072.488,00:34:32.488,2072.488,0,,
52,0.117153;-0.1632911,0.3877788,00:34:32.529,2072.529,00:34:32.529,2072.529,0,,
52,0.1144811;-0.1638342,0.3879702,00:34:32.572,2072.572,00:34:32.572,2072.572,0,,
52,0.1077788;-0.1634139,0.387023,00:34:32.623,2072.623,00:34:32.623,2072.623,0,,
52,0.1052787;-0.1638348,0.387109,00:34:32.665,2072.665,00:34:32.665,2072.665,0,,
52,0.1011245;-0.1647347,0.3869204,00:34:32.706,2072.706,00:34:32.706,2072.706,0,,
52,0.09749156;-0.1645665,0.3859802,00:34:32.748,2072.748,00:34:32.748,2072.748,0,,
52,0.09349161;-0.1642306,0.3847286,00:34:32.793,2072.793,00:34:32.793,2072.793,0,,
52,0.08955094;-0.1650091,0.3842995,00:34:32.793,2072.793,00:34:32.793,2072.793,0,,
52,0.0865985;-0.1647449,0.3830405,00:34:32.833,2072.833,00:34:32.833,2072.833,0,,
52,0.08139363;-0.1653688,0.382312,00:34:32.876,2072.876,00:34:32.876,2072.876,0,,
52,0.07252777;-0.1660004,0.3801675,00:34:32.922,2072.922,00:34:32.922,2072.922,0,,
52,0.06848896;-0.1667257,0.3794543,00:34:32.964,2072.964,00:34:32.964,2072.964,0,,
52,0.0645605;-0.1673439,0.3785106,00:34:33.007,2073.007,00:34:33.007,2073.007,0,,
52,0.06111208;-0.1682301,0.3779412,00:34:33.306,2073.306,00:34:33.306,2073.306,0,,
52,0.05763119;-0.1689491,0.3777081,00:34:33.306,2073.306,00:34:33.306,2073.306,0,,
52,0.05489263;-0.1695611,0.3775058,00:34:33.306,2073.306,00:34:33.306,2073.306,0,,
52,0.05294099;-0.1697289,0.3772777,00:34:33.306,2073.306,00:34:33.306,2073.306,0,,
52,0.0496233;-0.1706859,0.3778482,00:34:33.306,2073.306,00:34:33.306,2073.306,0,,
52,0.04771355;-0.1710221,0.3784469,00:34:33.307,2073.307,00:34:33.307,2073.307,0,,
52,0.0452112;-0.1711487,0.3787335,00:34:33.307,2073.307,00:34:33.307,2073.307,0,,
52,0.04310419;-0.1713442,0.3794418,00:34:33.307,2073.307,00:34:33.307,2073.307,0,,
52,0.04089209;-0.1714113,0.3798169,00:34:33.319,2073.319,00:34:33.319,2073.319,0,,
52,0.03934646;-0.1714996,0.3803738,00:34:33.365,2073.365,00:34:33.365,2073.365,0,,
52,0.0382522;-0.1715946,0.380402,00:34:33.408,2073.408,00:34:33.408,2073.408,0,,
52,0.0378198;-0.1712742,0.3797985,00:34:33.449,2073.449,00:34:33.449,2073.449,0,,
52,0.03865652;-0.172032,0.3786163,00:34:33.491,2073.491,00:34:33.491,2073.491,0,,
,,00:34:51.557,2091.557,00:34:51.557,2091.557,0,,
53,-0.05334448;-0.1110095,0.3961797,00:35:41.009,2141.009,00:35:41.009,2141.009,0,,
53,-0.05249705;-0.1091783,0.3932249,00:35:41.052,2141.052,00:35:41.052,2141.052,0,,
53,-0.05244607;-0.1118827,0.3956045,00:35:41.093,2141.093,00:35:41.093,2141.093,0,,
53,-0.05253834;-0.1123447,0.3959178,00:35:41.134,2141.134,00:35:41.134,2141.134,0,,
53,-0.05279149;-0.1126613,0.3965743,00:35:41.180,2141.18,00:35:41.180,2141.18,0,,
53,-0.05348045;-0.112493,0.3970581,00:35:41.223,2141.223,00:35:41.223,2141.223,0,,
53,-0.05416394;-0.1123028,0.3966106,00:35:41.523,2141.523,00:35:41.523,2141.523,0,,
53,-0.05387421;-0.1120772,0.3957985,00:35:41.523,2141.523,00:35:41.523,2141.523,0,,
53,-0.05255255;-0.1119593,0.3941389,00:35:41.523,2141.523,00:35:41.523,2141.523,0,,
53,-0.0517558;-0.1122029,0.392848,00:35:41.523,2141.523,00:35:41.523,2141.523,0,,
53,-0.04875866;-0.1133042,0.3892351,00:35:41.523,2141.523,00:35:41.523,2141.523,0,,
53,-0.04611046;-0.1143987,0.3870091,00:35:41.523,2141.523,00:35:41.523,2141.523,0,,
53,-0.04298144;-0.1153583,0.3850093,00:35:41.541,2141.541,00:35:41.541,2141.541,0,,
53,-0.03624936;-0.1184603,0.3823175,00:35:41.610,2141.61,00:35:41.610,2141.61,0,,
53,-0.03363856;-0.1203535,0.3819219,00:35:41.652,2141.652,00:35:41.652,2141.652,0,,
53,-0.03077912;-0.1221777,0.3815288,00:35:41.695,2141.695,00:35:41.695,2141.695,0,,
53,-0.02850448;-0.1247016,0.3813451,00:35:41.735,2141.735,00:35:41.735,2141.735,0,,
53,-0.02337097;-0.1303934,0.3810363,00:35:41.779,2141.779,00:35:41.779,2141.779,0,,
53,-0.02151041;-0.1333012,0.3811847,00:35:41.822,2141.822,00:35:41.822,2141.822,0,,
53,-0.01976962;-0.135899,0.3814983,00:35:41.864,2141.864,00:35:41.864,2141.864,0,,
53,-0.01826198;-0.1381985,0.3821871,00:35:41.908,2141.908,00:35:41.908,2141.908,0,,
53,-0.01718727;-0.1399501,0.3829318,00:35:41.950,2141.95,00:35:41.950,2141.95,0,,
53,-0.01617894;-0.1411562,0.3834974,00:35:41.992,2141.992,00:35:41.992,2141.992,0,,
53,-0.01627234;-0.140424,0.3828817,00:35:42.035,2142.035,00:35:42.035,2142.035,0,,
53,-0.01676473;-0.1389343,0.3815752,00:35:42.079,2142.079,00:35:42.079,2142.079,0,,
53,-0.0186182;-0.1338146,0.3773823,00:35:42.133,2142.133,00:35:42.133,2142.133,0,,
53,-0.02076395;-0.1303409,0.375069,00:35:42.176,2142.176,00:35:42.176,2142.176,0,,
53,-0.02391343;-0.1262211,0.3734723,00:35:42.176,2142.176,00:35:42.176,2142.176,0,,
53,-0.03554421;-0.1169834,0.3743594,00:35:42.247,2142.247,00:35:42.247,2142.247,0,,
53,-0.04264409;-0.1132784,0.3765214,00:35:42.288,2142.288,00:35:42.288,2142.288,0,,
53,-0.04838376;-0.1101823,0.3779898,00:35:42.330,2142.33,00:35:42.330,2142.33,0,,
53,-0.05854435;-0.1066314,0.3813421,00:35:42.380,2142.38,00:35:42.380,2142.38,0,,
53,-0.06119198;-0.1059992,0.381824,00:35:42.429,2142.429,00:35:42.429,2142.429,0,,
53,-0.06203856;-0.1062753,0.3821337,00:35:42.470,2142.47,00:35:42.470,2142.47,0,,
53,-0.06173986;-0.1068853,0.3815415,00:35:42.523,2142.523,00:35:42.523,2142.523,0,,
53,-0.05991586;-0.1079016,0.3803999,00:35:42.523,2142.523,00:35:42.523,2142.523,0,,
53,-0.05259942;-0.1114819,0.3769793,00:35:42.578,2142.578,00:35:42.578,2142.578,0,,
53,-0.04619921;-0.1138198,0.3746709,00:35:42.620,2142.62,00:35:42.620,2142.62,0,,
53,-0.04015357;-0.116849,0.3727963,00:35:42.662,2142.662,00:35:42.662,2142.662,0,,
53,-0.03311979;-0.1204458,0.3709059,00:35:42.704,2142.704,00:35:42.704,2142.704,0,,
53,-0.02594803;-0.1237723,0.3692134,00:35:42.746,2142.746,00:35:42.746,2142.746,0,,
53,-0.01478931;-0.1306517,0.36807,00:35:42.789,2142.789,00:35:42.789,2142.789,0,,
53,-0.01130579;-0.1331261,0.3682889,00:35:42.831,2142.831,00:35:42.831,2142.831,0,,
53,-0.009459376;-0.1343912,0.3685042,00:35:42.878,2142.878,00:35:42.878,2142.878,0,,
53,-0.00891231;-0.1345801,0.3690049,00:35:42.878,2142.878,00:35:42.878,2142.878,0,,
53,-0.009877115;-0.1337711,0.3695245,00:35:43.177,2143.177,00:35:43.177,2143.177,0,,
53,-0.01382818;-0.1299968,0.3695077,00:35:43.177,2143.177,00:35:43.177,2143.177,0,,
,,00:35:45.244,2145.244,00:35:45.244,2145.244,0,,
54,0.05369015;-0.1719225,0.3757156,00:36:20.649,2180.649,00:36:20.649,2180.649,0,,
54,0.05608983;-0.173445,0.3764559,00:36:20.691,2180.691,00:36:20.691,2180.691,0,,
54,0.06440324;-0.1787281,0.377498,00:36:20.991,2180.991,00:36:20.991,2180.991,0,,
54,0.06928962;-0.1815912,0.3774276,00:36:20.991,2180.991,00:36:20.991,2180.991,0,,
54,0.08062547;-0.1881737,0.3785872,00:36:20.991,2180.991,00:36:20.991,2180.991,0,,
54,0.08663966;-0.191632,0.3793242,00:36:20.991,2180.991,00:36:20.991,2180.991,0,,
54,0.09259996;-0.1952198,0.3803312,00:36:20.991,2180.991,00:36:20.991,2180.991,0,,
54,0.104984;-0.2033575,0.3829569,00:36:20.991,2180.991,00:36:20.991,2180.991,0,,
54,0.11127;-0.2077355,0.3846341,00:36:21.014,2181.014,00:36:21.014,2181.014,0,,
54,0.1157918;-0.2111026,0.3858563,00:36:21.056,2181.056,00:36:21.056,2181.056,0,,
54,0.1231351;-0.2173047,0.3885297,00:36:21.098,2181.098,00:36:21.098,2181.098,0,,
54,0.1314912;-0.2249343,0.3908773,00:36:21.140,2181.14,00:36:21.140,2181.14,0,,
54,0.1382977;-0.231432,0.3927256,00:36:21.184,2181.184,00:36:21.184,2181.184,0,,
54,0.1478027;-0.240249,0.3946154,00:36:21.238,2181.238,00:36:21.238,2181.238,0,,
54,0.1539373;-0.2454041,0.3940631,00:36:21.305,2181.305,00:36:21.305,2181.305,0,,
54,0.152031;-0.2420041,0.3912096,00:36:21.372,2181.372,00:36:21.372,2181.372,0,,
54,0.1489782;-0.2388452,0.3906564,00:36:21.415,2181.415,00:36:21.415,2181.415,0,,
54,0.1356189;-0.2249746,0.388568,00:36:21.473,2181.473,00:36:21.473,2181.473,0,,
54,0.1265829;-0.2166325,0.3877285,00:36:21.515,2181.515,00:36:21.515,2181.515,0,,
54,0.1164864;-0.2075255,0.3874795,00:36:21.557,2181.557,00:36:21.557,2181.557,0,,
54,0.09517506;-0.1898499,0.3858422,00:36:21.604,2181.604,00:36:21.604,2181.604,0,,
54,0.08151287;-0.1789152,0.3835939,00:36:21.647,2181.647,00:36:21.647,2181.647,0,,
54,0.07080558;-0.1709718,0.3813382,00:36:21.690,2181.69,00:36:21.690,2181.69,0,,
54,0.05259661;-0.1575823,0.3757912,00:36:21.739,2181.739,00:36:21.739,2181.739,0,,
54,0.04438873;-0.1510492,0.3713334,00:36:21.804,2181.804,00:36:21.804,2181.804,0,,
54,0.04451016;-0.1504697,0.3691887,00:36:21.845,2181.845,00:36:21.845,2181.845,0,,
54,0.04835808;-0.1520214,0.3679428,00:36:21.892,2181.892,00:36:21.892,2181.892,0,,
54,0.05313416;-0.1545541,0.367466,00:36:21.935,2181.935,00:36:21.935,2181.935,0,,
54,0.07482816;-0.1679185,0.3694732,00:36:21.977,2181.977,00:36:21.977,2181.977,0,,
54,0.08599192;-0.1754144,0.3709646,00:36:22.021,2182.021,00:36:22.021,2182.021,0,,
54,0.1106295;-0.1937871,0.3761364,00:36:22.072,2182.072,00:36:22.072,2182.072,0,,
54,0.1224116;-0.203288,0.3783625,00:36:22.120,2182.12,00:36:22.120,2182.12,0,,
54,0.1435077;-0.2210055,0.3816128,00:36:22.169,2182.169,00:36:22.169,2182.169,0,,
54,0.1513674;-0.2282895,0.3829907,00:36:22.213,2182.213,00:36:22.213,2182.213,0,,
54,0.16121;-0.2374973,0.3849658,00:36:22.271,2182.271,00:36:22.271,2182.271,0,,
54,0.1607283;-0.2378838,0.3859182,00:36:22.338,2182.338,00:36:22.338,2182.338,0,,
54,0.1556509;-0.2342219,0.3856397,00:36:22.381,2182.381,00:36:22.381,2182.381,0,,
54,0.1356149;-0.219182,0.384628,00:36:22.681,2182.681,00:36:22.681,2182.681,0,,
54,0.117973;-0.2070261,0.3835638,00:36:22.681,2182.681,00:36:22.681,2182.681,0,,
54,0.09116295;-0.1896303,0.3807094,00:36:22.681,2182.681,00:36:22.681,2182.681,0,,
54,0.0646767;-0.1744971,0.3762776,00:36:22.682,2182.682,00:36:22.682,2182.682,0,,
54,0.0543272;-0.1696188,0.3736251,00:36:22.682,2182.682,00:36:22.682,2182.682,0,,
54,0.05071002;-0.1690563,0.3701442,00:36:22.709,2182.709,00:36:22.709,2182.709,0,,
54,0.06125744;-0.1776451,0.3666932,00:36:22.771,2182.771,00:36:22.771,2182.771,0,,
54,0.08646689;-0.1955964,0.366504,00:36:22.837,2182.837,00:36:22.837,2182.837,0,,
54,0.1025438;-0.2072293,0.3670812,00:36:22.879,2182.879,00:36:22.879,2182.879,0,,
54,0.1300756;-0.2301311,0.3690365,00:36:22.938,2182.938,00:36:22.938,2182.938,0,,
54,0.1387653;-0.2383536,0.3699727,00:36:22.981,2182.981,00:36:22.981,2182.981,0,,
54,0.1425445;-0.2434832,0.3692302,00:36:23.036,2183.036,00:36:23.036,2183.036,0,,
54,0.1344635;-0.2376823,0.3668959,00:36:23.079,2183.079,00:36:23.079,2183.079,0,,
,,00:36:25.169,2185.169,00:36:25.169,2185.169,0,,
55,-0.02017625;-0.1221992,0.3751305,00:37:02.263,2222.263,00:37:02.263,2222.263,0,,
55,-0.02003522;-0.122199,0.374975,00:37:02.303,2222.303,00:37:02.303,2222.303,0,,
55,-0.01916555;-0.1217425,0.3740197,00:37:02.360,2222.36,00:37:02.360,2222.36,0,,
55,-0.01865445;-0.1222081,0.3738443,00:37:02.430,2222.43,00:37:02.430,2222.43,0,,
55,-0.01846888;-0.1231135,0.3746968,00:37:02.496,2222.496,00:37:02.496,2222.496,0,,
55,-0.01935469;-0.1229754,0.3758892,00:37:02.564,2222.564,00:37:02.564,2222.564,0,,
55,-0.01978546;-0.1231143,0.3763594,00:37:02.605,2222.605,00:37:02.605,2222.605,0,,
55,-0.020645;-0.1219814,0.3766619,00:37:02.665,2222.665,00:37:02.665,2222.665,0,,
55,-0.01935154;-0.1227819,0.3773322,00:37:02.731,2222.731,00:37:02.731,2222.731,0,,
55,-0.01818436;-0.1234951,0.3774027,00:37:02.777,2222.777,00:37:02.777,2222.777,0,,
55,-0.01719336;-0.1248891,0.3779273,00:37:02.818,2222.818,00:37:02.818,2222.818,0,,
55,-0.01774792;-0.1270386,0.3798116,00:37:02.864,2222.864,00:37:02.864,2222.864,0,,
55,-0.01941058;-0.1269187,0.3807415,00:37:02.906,2222.906,00:37:02.906,2222.906,0,,
55,-0.02247185;-0.1253604,0.3810812,00:37:02.962,2222.962,00:37:02.962,2222.962,0,,
55,-0.02236461;-0.1228315,0.3784617,00:37:03.030,2223.03,00:37:03.030,2223.03,0,,
55,-0.02017592;-0.1218158,0.3766488,00:37:03.096,2223.096,00:37:03.096,2223.096,0,,
55,-0.0181798;-0.1224167,0.3770294,00:37:03.162,2223.162,00:37:03.162,2223.162,0,,
55,-0.01922527;-0.12336,0.3790032,00:37:03.234,2223.234,00:37:03.234,2223.234,0,,
55,-0.02179328;-0.1228836,0.3800614,00:37:03.277,2223.277,00:37:03.277,2223.277,0,,
55,-0.02475502;-0.1211308,0.3791463,00:37:03.329,2223.329,00:37:03.329,2223.329,0,,
55,-0.02222888;-0.121033,0.3769606,00:37:03.394,2223.394,00:37:03.394,2223.394,0,,
55,-0.0187194;-0.1225601,0.3768947,00:37:03.464,2223.464,00:37:03.464,2223.464,0,,
55,-0.01894078;-0.1225607,0.3777007,00:37:03.506,2223.506,00:37:03.506,2223.506,0,,
55,-0.02309582;-0.1201833,0.3776319,00:37:03.564,2223.564,00:37:03.564,2223.564,0,,
55,-0.02064764;-0.1210551,0.376082,00:37:03.632,2223.632,00:37:03.632,2223.632,0,,
55,-0.01716061;-0.1227219,0.3757927,00:37:03.697,2223.697,00:37:03.697,2223.697,0,,
55,-0.01971889;-0.1217904,0.3766468,00:37:03.763,2223.763,00:37:03.763,2223.763,0,,
55,-0.02111474;-0.1220509,0.3762667,00:37:03.829,2223.829,00:37:03.829,2223.829,0,,
55,-0.02036815;-0.1232209,0.3749894,00:37:03.895,2223.895,00:37:03.895,2223.895,0,,
55,-0.01969898;-0.123935,0.3734902,00:37:03.939,2223.939,00:37:03.939,2223.939,0,,
56,-0.02642715;-0.08581734,0.3758262,00:37:08.063,2228.063,00:37:08.063,2228.063,0,,
56,-0.02676225;-0.08568034,0.3759192,00:37:08.128,2228.128,00:37:08.128,2228.128,0,,
56,-0.02646913;-0.08567572,0.375539,00:37:08.192,2228.192,00:37:08.192,2228.192,0,,
56,-0.02548411;-0.0861451,0.3750852,00:37:08.260,2228.26,00:37:08.260,2228.26,0,,
56,-0.02378093;-0.08667707,0.3738545,00:37:08.326,2228.326,00:37:08.326,2228.326,0,,
56,-0.02204535;-0.0874992,0.3726128,00:37:08.393,2228.393,00:37:08.393,2228.393,0,,
56,-0.02104308;-0.0879668,0.371795,00:37:08.436,2228.436,00:37:08.436,2228.436,0,,
56,-0.01931969;-0.08887547,0.3709942,00:37:08.496,2228.496,00:37:08.496,2228.496,0,,
56,-0.0165708;-0.09039062,0.3695879,00:37:08.561,2228.561,00:37:08.561,2228.561,0,,
56,-0.01529047;-0.09112084,0.3692198,00:37:08.603,2228.603,00:37:08.603,2228.603,0,,
56,-0.01246832;-0.09337261,0.3681409,00:37:08.660,2228.66,00:37:08.660,2228.66,0,,
56,-0.009723425;-0.09569576,0.367404,00:37:08.728,2228.728,00:37:08.728,2228.728,0,,
56,-0.008661643;-0.09680682,0.3671656,00:37:08.769,2228.769,00:37:08.769,2228.769,0,,
56,-0.006088458;-0.09882051,0.3667294,00:37:08.830,2228.83,00:37:08.830,2228.83,0,,
56,-0.003864005;-0.1005248,0.3660363,00:37:08.889,2228.889,00:37:08.889,2228.889,0,,
56,-0.001367591;-0.1022922,0.3655972,00:37:08.960,2228.96,00:37:08.960,2228.96,0,,
56,0.0007328987;-0.1039722,0.36505,00:37:09.029,2229.029,00:37:09.029,2229.029,0,,
56,0.003182992;-0.1056748,0.3644142,00:37:09.096,2229.096,00:37:09.096,2229.096,0,,
56,0.004841134;-0.106839,0.3640262,00:37:09.137,2229.137,00:37:09.137,2229.137,0,,
56,0.008102283;-0.1090104,0.3636073,00:37:09.193,2229.193,00:37:09.193,2229.193,0,,
56,0.01165372;-0.1116801,0.3632754,00:37:09.260,2229.26,00:37:09.260,2229.26,0,,
56,0.01530558;-0.1149922,0.3634238,00:37:09.326,2229.326,00:37:09.326,2229.326,0,,
56,0.01887327;-0.1184856,0.3636367,00:37:09.394,2229.394,00:37:09.394,2229.394,0,,
56,0.02218783;-0.1220505,0.364005,00:37:09.459,2229.459,00:37:09.459,2229.459,0,,
56,0.02548175;-0.1257,0.363999,00:37:09.527,2229.527,00:37:09.527,2229.527,0,,
56,0.0272489;-0.127364,0.3637286,00:37:09.570,2229.57,00:37:09.570,2229.57,0,,
56,0.03049682;-0.130703,0.3640621,00:37:09.627,2229.627,00:37:09.627,2229.627,0,,
56,0.03197342;-0.1324013,0.3644493,00:37:09.670,2229.67,00:37:09.670,2229.67,0,,
56,0.03546161;-0.1360143,0.3648753,00:37:09.727,2229.727,00:37:09.727,2229.727,0,,
56,0.03674008;-0.137913,0.3648914,00:37:09.772,2229.772,00:37:09.772,2229.772,0,,
56,0.03950477;-0.1411197,0.3654676,00:37:09.829,2229.829,00:37:09.829,2229.829,0,,
56,0.04188596;-0.1444829,0.3659303,00:37:09.894,2229.894,00:37:09.894,2229.894,0,,
56,0.04396723;-0.1473804,0.3664278,00:37:09.959,2229.959,00:37:09.959,2229.959,0,,
56,0.04474402;-0.1485302,0.3666492,00:37:10.000,2230,00:37:10.000,2230,0,,
56,0.04720352;-0.1523096,0.3678344,00:37:10.057,2230.057,00:37:10.057,2230.057,0,,
56,0.04822005;-0.1543931,0.3687564,00:37:10.099,2230.099,00:37:10.099,2230.099,0,,
56,0.0509782;-0.1586374,0.3697344,00:37:10.161,2230.161,00:37:10.161,2230.161,0,,
56,0.052219;-0.1605166,0.3701382,00:37:10.203,2230.203,00:37:10.203,2230.203,0,,
56,0.05416626;-0.1641544,0.3711185,00:37:10.258,2230.258,00:37:10.258,2230.258,0,,
56,0.05497971;-0.1653513,0.3717346,00:37:10.300,2230.3,00:37:10.300,2230.3,0,,
56,0.05570404;-0.1665663,0.3720193,00:37:10.342,2230.342,00:37:10.342,2230.342,0,,
56,0.0566262;-0.1686577,0.3721111,00:37:10.392,2230.392,00:37:10.392,2230.392,0,,
56,0.05705695;-0.1691903,0.3721029,00:37:10.436,2230.436,00:37:10.436,2230.436,0,,
56,0.05627617;-0.1684809,0.3716685,00:37:10.528,2230.528,00:37:10.528,2230.528,0,,
56,0.05504349;-0.1666504,0.371039,00:37:10.591,2230.591,00:37:10.591,2230.591,0,,
56,0.05442198;-0.1655895,0.3704972,00:37:10.634,2230.634,00:37:10.634,2230.634,0,,
56,0.05318548;-0.1632986,0.3689709,00:37:10.691,2230.691,00:37:10.691,2230.691,0,,
57,-0.02611542;-0.08633608,0.3739672,00:37:12.989,2232.989,00:37:12.989,2232.989,0,,
57,-0.02734158;-0.085906,0.3749368,00:37:13.058,2233.058,00:37:13.058,2233.058,0,,
57,-0.02851715;-0.0855158,0.3753158,00:37:13.125,2233.125,00:37:13.125,2233.125,0,,
57,-0.02969029;-0.08521262,0.3758129,00:37:13.195,2233.195,00:37:13.195,2233.195,0,,
57,-0.03183328;-0.08486471,0.3770593,00:37:13.264,2233.264,00:37:13.264,2233.264,0,,
57,-0.0353874;-0.08422154,0.378953,00:37:13.358,2233.358,00:37:13.358,2233.358,0,,
57,-0.0378724;-0.0841172,0.3799558,00:37:13.402,2233.402,00:37:13.402,2233.402,0,,
