Title,Description,Start(HMS),Start(sec),End(HMS),End(sec),Duration(sec),PrimaryTag,Tags
58,0.04279019;-0.1128049,0.3733548,00:39:11.068,2351.068,00:39:11.068,2351.068,0,,
58,0.04414705;-0.1125858,0.3718923,00:39:11.112,2351.112,00:39:11.112,2351.112,0,,
58,0.0445234;-0.1145578,0.3713115,00:39:11.168,2351.168,00:39:11.168,2351.168,0,,
59,-0.0492273;-0.07208055,0.4074211,00:39:13.768,2353.768,00:39:13.768,2353.768,0,,
59,-0.04990302;-0.07091209,0.4069128,00:39:13.838,2353.838,00:39:13.838,2353.838,0,,
59,-0.05000586;-0.07053497,0.4066194,00:39:13.898,2353.898,00:39:13.898,2353.898,0,,
59,-0.04771763;-0.0703226,0.4056761,00:39:14.198,2354.198,00:39:14.198,2354.198,0,,
59,-0.0464238;-0.0721136,0.4071906,00:39:14.198,2354.198,00:39:14.198,2354.198,0,,
59,-0.04981325;-0.07141432,0.4064801,00:39:14.198,2354.198,00:39:14.198,2354.198,0,,
59,-0.05366955;-0.07110184,0.4067772,00:39:14.199,2354.199,00:39:14.199,2354.199,0,,
59,-0.05178626;-0.06947422,0.4047074,00:39:14.203,2354.203,00:39:14.203,2354.203,0,,
59,-0.04913876;-0.06981829,0.4053572,00:39:14.244,2354.244,00:39:14.244,2354.244,0,,
59,-0.0492667;-0.07104105,0.4071468,00:39:14.303,2354.303,00:39:14.303,2354.303,0,,
59,-0.05146019;-0.07186586,0.4076961,00:39:14.346,2354.346,00:39:14.346,2354.346,0,,
59,-0.05348473;-0.07491758,0.4074183,00:39:14.403,2354.403,00:39:14.403,2354.403,0,,
59,-0.05180321;-0.07782021,0.4059347,00:39:14.468,2354.468,00:39:14.468,2354.468,0,,
59,-0.05343334;-0.07857728,0.4047401,00:39:14.512,2354.512,00:39:14.512,2354.512,0,,
59,-0.0593783;-0.0792852,0.4019848,00:39:14.566,2354.566,00:39:14.566,2354.566,0,,
59,-0.06159189;-0.08030301,0.4004973,00:39:14.608,2354.608,00:39:14.608,2354.608,0,,
,,00:39:57.082,2397.082,00:39:57.082,2397.082,0,,
,,00:40:00.105,2400.105,00:40:00.105,2400.105,0,,
60,-0.006352127;-0.1029,0.3919014,00:44:14.005,2654.005,00:44:14.005,2654.005,0,,
60,-0.005664445;-0.1020436,0.3907869,00:44:14.070,2654.07,00:44:14.070,2654.07,0,,
60,-0.005061142;-0.1029651,0.3914929,00:44:14.137,2654.137,00:44:14.137,2654.137,0,,
60,-0.005891524;-0.1022353,0.3912656,00:44:14.205,2654.205,00:44:14.205,2654.205,0,,
60,-0.005953729;-0.1024512,0.3917667,00:44:14.243,2654.243,00:44:14.243,2654.243,0,,
60,-0.00802207;-0.1021371,0.3925846,00:44:14.304,2654.304,00:44:14.304,2654.304,0,,
60,-0.009071723;-0.1021431,0.3928107,00:44:14.345,2654.345,00:44:14.345,2654.345,0,,
60,-0.00782299;-0.1024888,0.3928196,00:44:14.406,2654.406,00:44:14.406,2654.406,0,,
60,-0.004226312;-0.1056462,0.3939278,00:44:14.470,2654.47,00:44:14.470,2654.47,0,,
60,-0.002617791;-0.10622,0.3939359,00:44:14.512,2654.512,00:44:14.512,2654.512,0,,
60,0.001844943;-0.1104285,0.3959391,00:44:14.568,2654.568,00:44:14.568,2654.568,0,,
60,0.002275534;-0.1107259,0.3963933,00:44:14.611,2654.611,00:44:14.611,2654.611,0,,
60,0.000912495;-0.1093733,0.3956467,00:44:14.669,2654.669,00:44:14.669,2654.669,0,,
60,-0.0008723289;-0.107879,0.3947845,00:44:14.710,2654.71,00:44:14.710,2654.71,0,,
60,-0.005362868;-0.1050245,0.3942191,00:44:14.770,2654.77,00:44:14.770,2654.77,0,,
60,-0.008081511;-0.103368,0.3947541,00:44:14.813,2654.813,00:44:14.813,2654.813,0,,
60,-0.009586327;-0.1018243,0.3946091,00:44:14.870,2654.87,00:44:14.870,2654.87,0,,
60,-0.006084897;-0.1043605,0.3954249,00:44:14.937,2654.937,00:44:14.937,2654.937,0,,
60,-0.00369963;-0.1044878,0.395026,00:44:14.977,2654.977,00:44:14.977,2654.977,0,,
60,0.001223199;-0.109268,0.3961157,00:44:15.038,2655.038,00:44:15.038,2655.038,0,,
60,0.001954935;-0.1086903,0.3949362,00:44:15.103,2655.103,00:44:15.103,2655.103,0,,
60,-0.001346029;-0.1064661,0.3939645,00:44:15.171,2655.171,00:44:15.171,2655.171,0,,
60,-0.003658153;-0.1040743,0.393326,00:44:15.212,2655.212,00:44:15.212,2655.212,0,,
60,-0.00865411;-0.100754,0.3921151,00:44:15.270,2655.27,00:44:15.270,2655.27,0,,
60,-0.008908689;-0.1013493,0.3926738,00:44:15.310,2655.31,00:44:15.310,2655.31,0,,
60,-0.005287148;-0.104866,0.3944905,00:44:15.370,2655.37,00:44:15.370,2655.37,0,,
60,-0.003108069;-0.1055027,0.3949573,00:44:15.412,2655.412,00:44:15.412,2655.412,0,,
60,-0.0009527355;-0.1083902,0.3966348,00:44:15.454,2655.454,00:44:15.454,2655.454,0,,
60,0.0005042404;-0.1093779,0.3964851,00:44:15.496,2655.496,00:44:15.496,2655.496,0,,
60,0.0005310476;-0.1092897,0.3955974,00:44:15.541,2655.541,00:44:15.541,2655.541,0,,
60,-0.002034292;-0.1070916,0.3926396,00:44:15.603,2655.603,00:44:15.603,2655.603,0,,
60,-0.003038101;-0.1059525,0.3913351,00:44:15.651,2655.651,00:44:15.651,2655.651,0,,
,,00:45:34.054,2734.054,00:45:34.054,2734.054,0,,
61,-0.1050694;0.119165,0.3644986,01:01:15.525,3675.525,01:01:15.525,3675.525,0,,
61,-0.1049827;0.1189533,0.365219,01:01:15.569,3675.569,01:01:15.569,3675.569,0,,
61,-0.1050108;0.1187039,0.3654901,01:01:15.615,3675.615,01:01:15.615,3675.615,0,,
61,-0.1050196;0.1183907,0.3655367,01:01:15.653,3675.653,01:01:15.653,3675.653,0,,
61,-0.1050362;0.1185252,0.36566,01:01:15.702,3675.702,01:01:15.702,3675.702,0,,
61,-0.1049862;0.1186882,0.3658389,01:01:15.702,3675.702,01:01:15.702,3675.702,0,,
61,-0.1050313;0.11888,0.3661719,01:01:15.740,3675.74,01:01:15.740,3675.74,0,,
61,-0.1050498;0.1188436,0.3661363,01:01:15.783,3675.783,01:01:15.783,3675.783,0,,
61,-0.1049862;0.1188505,0.3660087,01:01:15.827,3675.827,01:01:15.827,3675.827,0,,
61,-0.1051349;0.1187732,0.3658417,01:01:15.870,3675.87,01:01:15.870,3675.87,0,,
61,-0.1052463;0.1185794,0.365336,01:01:15.871,3675.871,01:01:15.871,3675.871,0,,
61,-0.1050873;0.118662,0.3649831,01:01:15.910,3675.91,01:01:15.910,3675.91,0,,
61,-0.1360293;0.1101163,0.3537615,01:01:15.967,3675.967,01:01:15.967,3675.967,0,,
61,-0.1383297;0.1084218,0.3526381,01:01:16.003,3676.003,01:01:16.003,3676.003,0,,
61,-0.1384007;0.1063201,0.3526795,01:01:16.003,3676.003,01:01:16.003,3676.003,0,,
61,-0.1404493;0.1040569,0.350825,01:01:16.041,3676.041,01:01:16.041,3676.041,0,,
61,-0.1416842;0.1011962,0.3500296,01:01:16.088,3676.088,01:01:16.088,3676.088,0,,
61,-0.1424232;0.09932792,0.348823,01:01:16.125,3676.125,01:01:16.125,3676.125,0,,
61,-0.1424128;0.09727457,0.3482992,01:01:16.165,3676.165,01:01:16.165,3676.165,0,,
61,-0.1419744;0.09583911,0.348336,01:01:16.166,3676.166,01:01:16.166,3676.166,0,,
61,-0.1404743;0.09321728,0.3484824,01:01:16.215,3676.215,01:01:16.215,3676.215,0,,
61,-0.1387792;0.09108183,0.3487666,01:01:16.250,3676.25,01:01:16.250,3676.25,0,,
61,-0.1370789;0.08900514,0.3493374,01:01:16.291,3676.291,01:01:16.291,3676.291,0,,
61,-0.1351345;0.08735666,0.349746,01:01:16.291,3676.291,01:01:16.291,3676.291,0,,
61,-0.1317136;0.0861676,0.3506956,01:01:16.332,3676.332,01:01:16.332,3676.332,0,,
61,-0.1285482;0.08574393,0.3513691,01:01:16.377,3676.377,01:01:16.377,3676.377,0,,
61,-0.1227883;0.08518431,0.3533106,01:01:16.418,3676.418,01:01:16.418,3676.418,0,,
61,-0.1183774;0.08551502,0.3549584,01:01:16.461,3676.461,01:01:16.461,3676.461,0,,
61,-0.1140547;0.08634931,0.3561777,01:01:16.461,3676.461,01:01:16.461,3676.461,0,,
61,-0.1094715;0.08754092,0.3575077,01:01:16.504,3676.504,01:01:16.504,3676.504,0,,
61,-0.1059451;0.08965525,0.3582036,01:01:16.547,3676.547,01:01:16.547,3676.547,0,,
61,-0.1026587;0.09259787,0.3583748,01:01:16.588,3676.588,01:01:16.588,3676.588,0,,
61,-0.0987342;0.09576392,0.3590332,01:01:16.636,3676.636,01:01:16.636,3676.636,0,,
61,-0.0958194;0.09819824,0.3603806,01:01:16.636,3676.636,01:01:16.636,3676.636,0,,
61,-0.09589083;0.1016404,0.3603351,01:01:16.671,3676.671,01:01:16.671,3676.671,0,,
61,-0.09520943;0.104383,0.3601124,01:01:16.711,3676.711,01:01:16.711,3676.711,0,,
61,-0.09509683;0.1072884,0.3600081,01:01:16.756,3676.756,01:01:16.756,3676.756,0,,
61,-0.09460757;0.1085128,0.3601702,01:01:16.797,3676.797,01:01:16.797,3676.797,0,,
61,-0.09735205;0.1120887,0.3587582,01:01:16.797,3676.797,01:01:16.797,3676.797,0,,
61,-0.09869126;0.1136943,0.3584074,01:01:16.839,3676.839,01:01:16.839,3676.839,0,,
61,-0.1030604;0.1155456,0.3559847,01:01:16.888,3676.888,01:01:16.888,3676.888,0,,
61,-0.1069652;0.1165589,0.3542723,01:01:16.922,3676.922,01:01:16.922,3676.922,0,,
61,-0.1078903;0.1162227,0.3541555,01:01:16.970,3676.97,01:01:16.970,3676.97,0,,
61,-0.1120075;0.1164195,0.3523142,01:01:16.970,3676.97,01:01:16.970,3676.97,0,,
61,-0.1165171;0.11685,0.3498427,01:01:17.014,3677.014,01:01:17.014,3677.014,0,,
61,-0.1213477;0.1136724,0.3481708,01:01:17.071,3677.071,01:01:17.071,3677.071,0,,
61,-0.1244724;0.1118696,0.3472081,01:01:17.106,3677.106,01:01:17.106,3677.106,0,,
61,-0.1274008;0.1095996,0.3462926,01:01:17.144,3677.144,01:01:17.144,3677.144,0,,
61,-0.129699;0.1069268,0.3452441,01:01:17.189,3677.189,01:01:17.189,3677.189,0,,
61,-0.1315521;0.1040508,0.3448913,01:01:17.229,3677.229,01:01:17.229,3677.229,0,,
61,-0.1319299;0.1021407,0.3443851,01:01:17.229,3677.229,01:01:17.229,3677.229,0,,
61,-0.1317543;0.1000783,0.3439737,01:01:17.267,3677.267,01:01:17.267,3677.267,0,,
61,-0.1306276;0.0988884,0.343176,01:01:17.323,3677.323,01:01:17.323,3677.323,0,,
61,-0.1283759;0.09886515,0.3414496,01:01:17.351,3677.351,01:01:17.351,3677.351,0,,
,,01:01:34.339,3694.339,01:01:34.339,3694.339,0,,
62,-0.1056406;0.1208909,0.3685437,01:02:32.502,3752.502,01:02:32.502,3752.502,0,,
62,-0.1077417;0.1209904,0.3680387,01:02:32.567,3752.567,01:02:32.567,3752.567,0,,
62,-0.1089301;0.1211041,0.3673305,01:02:32.610,3752.61,01:02:32.610,3752.61,0,,
62,-0.1117545;0.1208301,0.3661125,01:02:32.668,3752.668,01:02:32.668,3752.668,0,,
62,-0.1134085;0.120434,0.3655274,01:02:32.713,3752.713,01:02:32.713,3752.713,0,,
62,-0.1154034;0.1199381,0.3648435,01:02:32.751,3752.751,01:02:32.751,3752.751,0,,
62,-0.1195576;0.1187069,0.3633203,01:02:32.809,3752.809,01:02:32.809,3752.809,0,,
62,-0.1218016;0.1177438,0.3623282,01:02:32.848,3752.848,01:02:32.848,3752.848,0,,
62,-0.1236712;0.1168114,0.361632,01:02:32.896,3752.896,01:02:32.896,3752.896,0,,
62,-0.1288409;0.1132576,0.3593757,01:02:32.940,3752.94,01:02:32.940,3752.94,0,,
62,-0.1307139;0.1111054,0.3590413,01:02:32.977,3752.977,01:02:32.977,3752.977,0,,
62,-0.1323623;0.1090348,0.3585842,01:02:33.020,3753.02,01:02:33.020,3753.02,0,,
62,-0.1347981;0.1038943,0.3579184,01:02:33.077,3753.077,01:02:33.077,3753.077,0,,
62,-0.1355916;0.1009856,0.357995,01:02:33.115,3753.115,01:02:33.115,3753.115,0,,
62,-0.1355596;0.09824711,0.3585111,01:02:33.158,3753.158,01:02:33.158,3753.158,0,,
62,-0.1351079;0.09251666,0.3596703,01:02:33.201,3753.201,01:02:33.201,3753.201,0,,
62,-0.1338117;0.08995897,0.3608418,01:02:33.254,3753.254,01:02:33.254,3753.254,0,,
62,-0.1322079;0.08740947,0.3618327,01:02:33.287,3753.287,01:02:33.287,3753.287,0,,
62,-0.1302939;0.08541498,0.3632899,01:02:33.334,3753.334,01:02:33.334,3753.334,0,,
62,-0.1278723;0.08359,0.3641476,01:02:33.392,3753.392,01:02:33.392,3753.392,0,,
62,-0.1250967;0.08197612,0.3656318,01:02:33.392,3753.392,01:02:33.392,3753.392,0,,
62,-0.1184833;0.07972965,0.3681867,01:02:33.435,3753.435,01:02:33.435,3753.435,0,,
62,-0.1146742;0.07965162,0.3695119,01:02:33.476,3753.476,01:02:33.476,3753.476,0,,
62,-0.1107346;0.07973003,0.3710945,01:02:33.519,3753.519,01:02:33.519,3753.519,0,,
62,-0.1066444;0.08032942,0.3722433,01:02:33.564,3753.564,01:02:33.564,3753.564,0,,
62,-0.1028454;0.08131149,0.3732392,01:02:33.603,3753.603,01:02:33.603,3753.603,0,,
62,-0.09920083;0.08261532,0.3745952,01:02:33.653,3753.653,01:02:33.653,3753.653,0,,
62,-0.09242611;0.0860965,0.3765241,01:02:33.690,3753.69,01:02:33.690,3753.69,0,,
62,-0.08907483;0.08923513,0.3770503,01:02:33.735,3753.735,01:02:33.735,3753.735,0,,
62,-0.08646107;0.09209517,0.3773532,01:02:34.037,3754.037,01:02:34.037,3754.037,0,,
62,-0.08277436;0.09812453,0.376313,01:02:34.037,3754.037,01:02:34.037,3754.037,0,,
62,-0.08147889;0.1017421,0.3756257,01:02:34.037,3754.037,01:02:34.037,3754.037,0,,
62,-0.08096272;0.1051376,0.3740233,01:02:34.037,3754.037,01:02:34.037,3754.037,0,,
62,-0.08047709;0.1091471,0.372847,01:02:34.037,3754.037,01:02:34.037,3754.037,0,,
62,-0.08135293;0.1121353,0.3714168,01:02:34.037,3754.037,01:02:34.037,3754.037,0,,
62,-0.08317644;0.1176668,0.3676548,01:02:34.038,3754.038,01:02:34.038,3754.038,0,,
62,-0.08443207;0.1202374,0.3660986,01:02:34.038,3754.038,01:02:34.038,3754.038,0,,
62,-0.08801716;0.1237189,0.3636512,01:02:34.104,3754.104,01:02:34.104,3754.104,0,,
62,-0.0898001;0.124947,0.3623161,01:02:34.148,3754.148,01:02:34.148,3754.148,0,,
62,-0.09214041;0.1260983,0.3611131,01:02:34.192,3754.192,01:02:34.192,3754.192,0,,
62,-0.09671283;0.127351,0.3588164,01:02:34.238,3754.238,01:02:34.238,3754.238,0,,
62,-0.09892344;0.1277403,0.3581521,01:02:34.279,3754.279,01:02:34.279,3754.279,0,,
62,-0.101183;0.1277093,0.3573821,01:02:34.321,3754.321,01:02:34.321,3754.321,0,,
62,-0.106019;0.1264384,0.3556406,01:02:34.380,3754.38,01:02:34.380,3754.38,0,,
62,-0.1081589;0.1257412,0.3545004,01:02:34.411,3754.411,01:02:34.411,3754.411,0,,
62,-0.1135824;0.1233945,0.3524796,01:02:34.472,3754.472,01:02:34.472,3754.472,0,,
62,-0.1163098;0.1218626,0.3518389,01:02:34.511,3754.511,01:02:34.511,3754.511,0,,
62,-0.1193383;0.120135,0.3508547,01:02:34.555,3754.555,01:02:34.555,3754.555,0,,
62,-0.1230148;0.1175751,0.3498114,01:02:34.597,3754.597,01:02:34.597,3754.597,0,,
62,-0.1262901;0.1151441,0.3490511,01:02:34.656,3754.656,01:02:34.656,3754.656,0,,
62,-0.129355;0.112162,0.3485345,01:02:34.656,3754.656,01:02:34.656,3754.656,0,,
62,-0.1322323;0.1096258,0.3483421,01:02:34.684,3754.684,01:02:34.684,3754.684,0,,
62,-0.1346202;0.10674,0.3486145,01:02:34.727,3754.727,01:02:34.727,3754.727,0,,
62,-0.1367581;0.1038632,0.3492256,01:02:34.771,3754.771,01:02:34.771,3754.771,0,,
62,-0.1382323;0.1007949,0.3498802,01:02:34.771,3754.771,01:02:34.771,3754.771,0,,
62,-0.1393026;0.09773031,0.3506088,01:02:34.815,3754.815,01:02:34.815,3754.815,0,,
62,-0.1396196;0.09494603,0.3516388,01:02:34.852,3754.852,01:02:34.852,3754.852,0,,
62,-0.1392838;0.09204784,0.3526073,01:02:34.905,3754.905,01:02:34.905,3754.905,0,,
62,-0.1377956;0.08898735,0.353674,01:02:34.939,3754.939,01:02:34.939,3754.939,0,,
62,-0.135973;0.08658415,0.3550836,01:02:34.939,3754.939,01:02:34.939,3754.939,0,,
62,-0.1332008;0.08430007,0.3567384,01:02:34.989,3754.989,01:02:34.989,3754.989,0,,
62,-0.125924;0.08052877,0.3605221,01:02:35.039,3755.039,01:02:35.039,3755.039,0,,
62,-0.1209196;0.0793227,0.3622754,01:02:35.088,3755.088,01:02:35.088,3755.088,0,,
62,-0.116822;0.07895473,0.3636276,01:02:35.123,3755.123,01:02:35.123,3755.123,0,,
62,-0.1100012;0.07970566,0.3657141,01:02:35.163,3755.163,01:02:35.163,3755.163,0,,
62,-0.104634;0.08114436,0.3666996,01:02:35.208,3755.208,01:02:35.208,3755.208,0,,
62,-0.09971621;0.08313477,0.3678479,01:02:35.208,3755.208,01:02:35.208,3755.208,0,,
62,-0.09512554;0.08553284,0.3686441,01:02:35.250,3755.25,01:02:35.250,3755.25,0,,
62,-0.09099274;0.08857435,0.3690512,01:02:35.310,3755.31,01:02:35.310,3755.31,0,,
62,-0.08779003;0.09205347,0.368808,01:02:35.334,3755.334,01:02:35.334,3755.334,0,,
62,-0.08570491;0.09551907,0.3673631,01:02:35.371,3755.371,01:02:35.371,3755.371,0,,
62,-0.08446305;0.09951305,0.3662011,01:02:35.372,3755.372,01:02:35.372,3755.372,0,,
62,-0.08389286;0.103424,0.3645058,01:02:35.415,3755.415,01:02:35.415,3755.415,0,,
62,-0.0839564;0.1073208,0.3623162,01:02:35.456,3755.456,01:02:35.456,3755.456,0,,
62,-0.08495925;0.1111697,0.360225,01:02:35.505,3755.505,01:02:35.505,3755.505,0,,
62,-0.08892109;0.1172679,0.3553865,01:02:35.542,3755.542,01:02:35.542,3755.542,0,,
62,-0.09184308;0.1190434,0.3522466,01:02:35.590,3755.59,01:02:35.590,3755.59,0,,
62,-0.09428345;0.1205005,0.3498557,01:02:35.634,3755.634,01:02:35.634,3755.634,0,,
62,-0.09672679;0.1215383,0.3481039,01:02:35.684,3755.684,01:02:35.684,3755.684,0,,
62,-0.0990518;0.1218504,0.3464782,01:02:35.684,3755.684,01:02:35.684,3755.684,0,,
62,-0.101296;0.1219155,0.344619,01:02:35.723,3755.723,01:02:35.723,3755.723,0,,
62,-0.1037581;0.1210427,0.3424405,01:02:35.761,3755.761,01:02:35.761,3755.761,0,,
62,-0.1058436;0.1196713,0.3409571,01:02:35.808,3755.808,01:02:35.808,3755.808,0,,
62,-0.1075144;0.1182573,0.3399284,01:02:35.808,3755.808,01:02:35.808,3755.808,0,,
62,-0.1087255;0.1165898,0.3394183,01:02:35.845,3755.845,01:02:35.845,3755.845,0,,
62,-0.109984;0.1140248,0.3383849,01:02:35.894,3755.894,01:02:35.894,3755.894,0,,
62,-0.1109444;0.110766,0.3377602,01:02:35.930,3755.93,01:02:35.930,3755.93,0,,
63,-0.1333703;0.130922,0.3529744,01:02:43.855,3763.855,01:02:43.855,3763.855,0,,
63,-0.1345457;0.1314576,0.3527906,01:02:43.924,3763.924,01:02:43.924,3763.924,0,,
63,-0.1351764;0.1318378,0.3527265,01:02:43.962,3763.962,01:02:43.962,3763.962,0,,
63,-0.1356074;0.1314974,0.3530686,01:02:44.003,3764.003,01:02:44.003,3764.003,0,,
63,-0.1357234;0.131729,0.353251,01:02:44.055,3764.055,01:02:44.055,3764.055,0,,
63,-0.1354103;0.131323,0.3537216,01:02:44.087,3764.087,01:02:44.087,3764.087,0,,
63,-0.1348102;0.1304067,0.3541858,01:02:44.087,3764.087,01:02:44.087,3764.087,0,,
63,-0.1342821;0.1288522,0.3547096,01:02:44.140,3764.14,01:02:44.140,3764.14,0,,
63,-0.1330618;0.1265664,0.3553319,01:02:44.172,3764.172,01:02:44.172,3764.172,0,,
63,-0.1313975;0.1241307,0.3560493,01:02:44.218,3764.218,01:02:44.218,3764.218,0,,
63,-0.1291636;0.1209496,0.3566854,01:02:44.256,3764.256,01:02:44.256,3764.256,0,,
63,-0.1260614;0.1177202,0.3577929,01:02:44.256,3764.256,01:02:44.256,3764.256,0,,
63,-0.1225917;0.1140289,0.3579118,01:02:44.299,3764.299,01:02:44.299,3764.299,0,,
63,-0.119276;0.1102808,0.3577209,01:02:44.339,3764.339,01:02:44.339,3764.339,0,,
63,-0.1156517;0.1060002,0.3575316,01:02:44.384,3764.384,01:02:44.384,3764.384,0,,
63,-0.1123544;0.1014478,0.3575763,01:02:44.430,3764.43,01:02:44.430,3764.43,0,,
63,-0.108363;0.09689915,0.3583653,01:02:44.430,3764.43,01:02:44.430,3764.43,0,,
63,-0.1046539;0.09234726,0.3591451,01:02:44.470,3764.47,01:02:44.470,3764.47,0,,
63,-0.1009329;0.08800286,0.3600956,01:02:44.523,3764.523,01:02:44.523,3764.523,0,,
63,-0.09759151;0.08430526,0.3611616,01:02:44.558,3764.558,01:02:44.558,3764.558,0,,
63,-0.09503859;0.08058047,0.3623624,01:02:44.558,3764.558,01:02:44.558,3764.558,0,,
63,-0.09342184;0.07773679,0.3632165,01:02:44.596,3764.596,01:02:44.596,3764.596,0,,
63,-0.09239669;0.07653639,0.3633498,01:02:44.639,3764.639,01:02:44.639,3764.639,0,,
63,-0.09182993;0.07617125,0.3630839,01:02:44.689,3764.689,01:02:44.689,3764.689,0,,
63,-0.09212849;0.07709831,0.3623143,01:02:44.723,3764.723,01:02:44.723,3764.723,0,,
63,-0.09298107;0.07838121,0.3599813,01:02:44.723,3764.723,01:02:44.723,3764.723,0,,
63,-0.09498581;0.07989687,0.3565765,01:02:44.775,3764.775,01:02:44.775,3764.775,0,,
63,-0.09823042;0.08242986,0.3516901,01:02:44.808,3764.808,01:02:44.808,3764.808,0,,
64,-0.1546164;0.07586184,0.3404581,01:02:45.191,3765.191,01:02:45.191,3765.191,0,,
64,-0.1544035;0.07656473,0.3416566,01:02:45.229,3765.229,01:02:45.229,3765.229,0,,
64,-0.1534933;0.07782051,0.342606,01:02:45.271,3765.271,01:02:45.271,3765.271,0,,
64,-0.1517039;0.08004525,0.3436344,01:02:45.315,3765.315,01:02:45.315,3765.315,0,,
64,-0.1493943;0.08213538,0.3440372,01:02:45.358,3765.358,01:02:45.358,3765.358,0,,
64,-0.1445239;0.08634269,0.3445067,01:02:45.358,3765.358,01:02:45.358,3765.358,0,,
64,-0.1397857;0.09038478,0.3448046,01:02:45.407,3765.407,01:02:45.407,3765.407,0,,
64,-0.1340925;0.09472609,0.3453504,01:02:45.444,3765.444,01:02:45.444,3765.444,0,,
64,-0.1274113;0.09961149,0.3457528,01:02:45.493,3765.493,01:02:45.493,3765.493,0,,
64,-0.1205613;0.1044531,0.3463485,01:02:45.493,3765.493,01:02:45.493,3765.493,0,,
64,-0.1137059;0.108964,0.3474907,01:02:45.535,3765.535,01:02:45.535,3765.535,0,,
64,-0.1068836;0.1126867,0.3489972,01:02:45.575,3765.575,01:02:45.575,3765.575,0,,
64,-0.1000123;0.1160173,0.3506058,01:02:45.615,3765.615,01:02:45.615,3765.615,0,,
64,-0.09354567;0.1190694,0.352081,01:02:45.657,3765.657,01:02:45.657,3765.657,0,,
64,-0.08729569;0.1220261,0.3527117,01:02:45.657,3765.657,01:02:45.657,3765.657,0,,
64,-0.08117973;0.1255674,0.3533871,01:02:45.698,3765.698,01:02:45.698,3765.698,0,,
64,-0.07703987;0.1276585,0.3533712,01:02:45.743,3765.743,01:02:45.743,3765.743,0,,
64,-0.07096669;0.1303957,0.353646,01:02:45.781,3765.781,01:02:45.781,3765.781,0,,
64,-0.0683291;0.1312276,0.3534715,01:02:45.782,3765.782,01:02:45.782,3765.782,0,,
64,-0.0668306;0.1310748,0.3527245,01:02:45.823,3765.823,01:02:45.823,3765.823,0,,
64,-0.06749661;0.1299285,0.3522559,01:02:45.878,3765.878,01:02:45.878,3765.878,0,,
64,-0.06945845;0.1280342,0.3509502,01:02:45.910,3765.91,01:02:45.910,3765.91,0,,
64,-0.07205205;0.1262037,0.3494744,01:02:45.947,3765.947,01:02:45.947,3765.947,0,,
64,-0.07510789;0.1241936,0.347695,01:02:45.992,3765.992,01:02:45.992,3765.992,0,,
64,-0.07822933;0.1217795,0.3454699,01:02:45.992,3765.992,01:02:45.992,3765.992,0,,
,,01:03:24.738,3804.738,01:03:24.738,3804.738,0,,
65,-0.01946465;0.04613039,0.4210809,01:04:53.985,3893.985,01:04:53.985,3893.985,0,,
65,-0.01956798;0.04636839,0.4216689,01:04:54.023,3894.023,01:04:54.023,3894.023,0,,
65,-0.01974902;0.04656103,0.4221435,01:04:54.074,3894.074,01:04:54.074,3894.074,0,,
65,-0.01984915;0.04671097,0.4222782,01:04:54.107,3894.107,01:04:54.107,3894.107,0,,
65,-0.02032031;0.04707459,0.4225323,01:04:54.150,3894.15,01:04:54.150,3894.15,0,,
65,-0.02068223;0.0470486,0.4230447,01:04:54.150,3894.15,01:04:54.150,3894.15,0,,
65,-0.02100787;0.04705042,0.4233208,01:04:54.191,3894.191,01:04:54.191,3894.191,0,,
65,-0.02104883;0.0472973,0.423193,01:04:54.191,3894.191,01:04:54.191,3894.191,0,,
65,-0.02179645;0.04713768,0.4238492,01:04:54.237,3894.237,01:04:54.237,3894.237,0,,
65,-0.02205102;0.04709893,0.4240097,01:04:54.237,3894.237,01:04:54.237,3894.237,0,,
65,-0.0222324;0.04718718,0.4242128,01:04:54.278,3894.278,01:04:54.278,3894.278,0,,
65,-0.0223323;0.04732752,0.4247296,01:04:54.279,3894.279,01:04:54.279,3894.279,0,,
65,-0.02258808;0.04756016,0.4249899,01:04:54.324,3894.324,01:04:54.324,3894.324,0,,
65,-0.02195943;0.0479506,0.4249713,01:04:54.366,3894.366,01:04:54.366,3894.366,0,,
65,-0.02142588;0.04821584,0.4253349,01:04:54.366,3894.366,01:04:54.366,3894.366,0,,
65,-0.0209791;0.0485085,0.4257689,01:04:54.405,3894.405,01:04:54.405,3894.405,0,,
65,-0.02040119;0.04879218,0.4257554,01:04:54.406,3894.406,01:04:54.406,3894.406,0,,
65,-0.019328;0.04922569,0.4258368,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.0186745;0.04926682,0.4261881,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.01757428;0.04972336,0.425874,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.01622301;0.05025423,0.4259662,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.01549704;0.05055454,0.4258175,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.01442819;0.05078495,0.4258336,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.01375039;0.05079329,0.4259121,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.01236591;0.05112481,0.4259124,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
